http://www.wikidata.org/entity/Q221735,Atargatis,ancient goddess of Northern Syria
http://www.wikidata.org/entity/Q3514860,Athis,mythological demi-god
http://www.wikidata.org/entity/Q3314441,Athos,mythical giant
http://www.wikidata.org/entity/Q780302,Atlacoya,water deity
http://www.wikidata.org/entity/Q757327,Atlahua,water deity
http://www.wikidata.org/entity/Q3626277,Atlantia,"hamadryad, wife of Danaus"
http://www.wikidata.org/entity/Q130818,Atlas,deity in Greek mythology
http://www.wikidata.org/entity/Q4816856,Atlas of Mauretania,Legendary king of Mauretania
http://www.wikidata.org/entity/Q2741894,Aulanerk,inuit deity
http://www.wikidata.org/entity/Q774101,Aura,divine personification of the breeze in Greek and Roman mythology
http://www.wikidata.org/entity/Q12898908,Autonoe,Nereid of Greek mythology
http://www.wikidata.org/entity/Q215041,Auðumbla,primeval cow of Norse mythology
http://www.wikidata.org/entity/Q922272,Aveta,water deity
http://www.wikidata.org/entity/Q4829802,Awanyu,god of water in the Native American Tewa tribal mythology
http://www.wikidata.org/entity/Q4830640,Axius,Greek river-god
http://www.wikidata.org/entity/Q4830955,Ayao,Yoruba goddess of the air and wind
http://www.wikidata.org/entity/Q1930712,Ayida-Weddo,rainbow serpent loa
http://www.wikidata.org/entity/Q721135,Azazel,"old ritual, later - demon"
http://www.wikidata.org/entity/Q747649,Azhdaha,Mythical creature
http://www.wikidata.org/entity/Q16154505,Aziza,Creature from African mythology
http://www.wikidata.org/entity/Q490838,Azrael,angel in some Abrahamic religions; often identified with the angel of death
http://www.wikidata.org/entity/Q1755974,Azumi-no-isora,Shinto kami of the seashore
http://www.wikidata.org/entity/Q515882,Azure Dragon,Symbol of Chinese mythology
http://www.wikidata.org/entity/Q109199668,Baak,mythical creature of Assamese folklore
http://www.wikidata.org/entity/Q590467,Baal,deity
http://www.wikidata.org/entity/Q83879,Baal-hamon,chief god in ancient Carthagian religion
http://www.wikidata.org/entity/Q187002,Baba Yaga,"mythological figure, fantasy character, witch"
http://www.wikidata.org/entity/Q24652366,Badger Doctor,character from Zootopia
http://www.wikidata.org/entity/Q797477,Bael,Demon described in demonological grimoires
http://www.wikidata.org/entity/Q4841518,Bagdana,demon in Judaism
http://www.wikidata.org/entity/Q794547,Bahamut,mythical creature
http://www.wikidata.org/entity/Q151761,Bahkauv,monster
http://www.wikidata.org/entity/Q2501210,Bai Ze,mythological creature
http://www.wikidata.org/entity/Q2879822,Baigujing,demon from the novel Journey to the West
http://www.wikidata.org/entity/Q3267010,Bake-kujira,"mythical Japanese yōkai (ghost, phantom, or strange apparition) from western Japan"
http://www.wikidata.org/entity/Q804542,Baku,Japanese supernatural beings
http://www.wikidata.org/entity/Q4412334,Bakunawa,Philippine mythological dragon
http://www.wikidata.org/entity/Q9164605,Balius,immortal horse in Greek mythology
http://www.wikidata.org/entity/Q4851176,Ball-tailed cat,mythical creature from American folklore
http://www.wikidata.org/entity/Q2245378,Baloo,fictional bear in Rudyard Kipling's Jungle Book
http://www.wikidata.org/entity/Q16626690,Baloo,fictional Disney character
