mythicalCreature,mythicalCreatureLabel,mythicalCreatureDescription
http://www.wikidata.org/entity/Q804202,Bayun the Cat,Kater aus dem russischen Volksmärchen
http://www.wikidata.org/entity/Q378477,Behemoth,mythologisches Ungeheuer der Juden
http://www.wikidata.org/entity/Q815594,Belial,Dämonische Gestalt aus der Bibel
http://www.wikidata.org/entity/Q816170,Belphegor,Dämon in der christlichen Mythologie
http://www.wikidata.org/entity/Q793088,Benthesikyme,griechische Gottheit
http://www.wikidata.org/entity/Q266233,Bergelmir,Riese (Jötunn) in der nordischen Mythologie
http://www.wikidata.org/entity/Q30308019,Bergmönch,ein Berggeist
http://www.wikidata.org/entity/Q821900,Berlingr,Zwerg der nordischen Mythologie
http://www.wikidata.org/entity/Q826973,Beroe,Nereide der griechischen Mythologie
http://www.wikidata.org/entity/Q2930007,Beroe,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q12721690,Bhaia,Dämon der vedischen Mythologie
http://www.wikidata.org/entity/Q855440,Bienor,Kentaur
http://www.wikidata.org/entity/Q2634191,Biscione,eine gemeine Figur und Wappentier
http://www.wikidata.org/entity/Q11573842,Biwa-bokuboku,Musikinstrument
http://www.wikidata.org/entity/Q28770,Bixi,chinesische mythologische Figur
http://www.wikidata.org/entity/Q4810860,Bolbe,Najade oder Seegöttin der griechischen Mythologie
http://www.wikidata.org/entity/Q3502914,Bolg,fiktive Figur
http://www.wikidata.org/entity/Q728588,Bolt,fiktive Figur
http://www.wikidata.org/entity/Q27121374,Boris,fiktiver Hund aus Susi und Strolch
http://www.wikidata.org/entity/Q893905,Borvo,keltischer Heil-Gott
http://www.wikidata.org/entity/Q3643892,Brathy,Person der phönizischen Mythologie
http://www.wikidata.org/entity/Q908841,Brian Griffin,fiktiver Hund
http://www.wikidata.org/entity/Q849647,Briareus,Riese der griechischen Mythologie
http://www.wikidata.org/entity/Q10435642,Brise,Typ eines Loas
http://www.wikidata.org/entity/Q831577,Britomartis,griechische Gottheit
http://www.wikidata.org/entity/Q921527,Brizo,griechische Gottheit
http://www.wikidata.org/entity/Q2291710,Brontes,Zyklop
http://www.wikidata.org/entity/Q997350,Buarainech,keltische Mythologie
http://www.wikidata.org/entity/Q930253,Buer,"Geist, der in der Pseudomonarchia Daemonum genannt wird"
http://www.wikidata.org/entity/Q27120800,Bull,fiktive Bulldogge aus Susi und Strolch
http://www.wikidata.org/entity/Q9182061,Bunis,Dämon der Tataren
http://www.wikidata.org/entity/Q973546,Bunyip,"Mythologische Wesen, Australien"
http://www.wikidata.org/entity/Q332242,Buraq,"Spezielles, pferdeähnliches Reittier im Islam"
http://www.wikidata.org/entity/Q5001280,Busaw,Fabelwesen
http://www.wikidata.org/entity/Q1024984,Caca,römische Sagenfigur
http://www.wikidata.org/entity/Q1737602,Caicus,Flussgott und Personifikation des gleichnamigen Flusses (heute Bakırçay) der griechischen Mythologie im antiken Mysien
http://www.wikidata.org/entity/Q2707284,Caladrius,Vogel der Mythologie
http://www.wikidata.org/entity/Q2559167,Caliadne,Najade der griechischen Mythologie und eine der Gemahlinnen des Aigyptos
http://www.wikidata.org/entity/Q29564945,Callirhoe,tyrische Najade der griechischen Mythologie
http://www.wikidata.org/entity/Q913161,Callirrhoe,Okeanide der griechischen Mythologie
http://www.wikidata.org/entity/Q654379,Calydonian Boar,mythisches Geschöpf
http://www.wikidata.org/entity/Q48961,Calypso,Meernymphe in der griechischen Mythologie
http://www.wikidata.org/entity/Q2307579,Camazotz,Fledermausgottheit der Maya-Unterwelt Xibalbá
http://www.wikidata.org/entity/Q857144,Camenae,römische Quellgottheit
http://www.wikidata.org/entity/Q176130,Campe,weibliches Ungeheuer der griechischen Mythologie
http://www.wikidata.org/entity/Q56629867,Canache,"CANĂCHE , es , einer von Aktäons Hunden, welche endlich ihren Herrn, als er von der Diana in einen Hirsch war verwandelt worden, selbst anfielen und zerrissen. Ovid. Metam . lib. III. v. 217. & Hygin. Fab. 181 ."
http://www.wikidata.org/entity/Q605591,Captain Bluebear,Figur von Walter Moers
http://www.wikidata.org/entity/Q1734053,Carme,Nymphe in der griechischen Mythologie
http://www.wikidata.org/entity/Q29490124,Carya,"Hamadryade, Tochter der Hamadryas und des Oxylos"
http://www.wikidata.org/entity/Q1735272,Cassotis,Najade der Griechischen Mythologie
http://www.wikidata.org/entity/Q170053,Castalia,Najade der Griechischen Mythologie
http://www.wikidata.org/entity/Q580309,Caïssa,Göttin des Schachs
http://www.wikidata.org/entity/Q1417280,Cebren,Flussgott der griechischen Mythologie
http://www.wikidata.org/entity/Q686174,Celaeno,Plejade der griechischen Mythologie
http://www.wikidata.org/entity/Q1478704,Cephissus,Flussgott der griechischen Mythologie
http://www.wikidata.org/entity/Q83496,Cerberus,Fabelwesen der griechischen Mythologie
http://www.wikidata.org/entity/Q739737,Cernunnos,Keltische Gottheit
http://www.wikidata.org/entity/Q466882,Ceryneian Hind,Wesen aus der griechischen Mythologie
http://www.wikidata.org/entity/Q209489,Ceto,griechische Gottheit
http://www.wikidata.org/entity/Q5764126,Chakor,Legendärer Vogel
http://www.wikidata.org/entity/Q752213,Chalchiuhtlicue,Göttin der stehenden Gewässer und der Flüsse in der aztekischen Mythologie
http://www.wikidata.org/entity/Q912408,Chariclo,Najade der Griechischen Mythologie
http://www.wikidata.org/entity/Q192082,Charybdis,Seeungeheuer
http://www.wikidata.org/entity/Q1069104,Chelone,Person der griechischen Mythologie
http://www.wikidata.org/entity/Q27437569,Chief,Charakter aus Disneys Cap und Capper
http://www.wikidata.org/entity/Q182790,Chimera,Mischwesen der griechischen Mythologie
http://www.wikidata.org/entity/Q215605,Chinese dragon,"chinesischer Drache, Fabelwesen Chinas"
http://www.wikidata.org/entity/Q2963796,Chinthe,"hochstilisierter Leogryph (Löwen-ähnliches Geschöpf), der in der burmesischen Ikonografie und Architektur häufig dargestellt wird"
http://www.wikidata.org/entity/Q7382381,Chione,Tochter der Oreithyia und des Boreas in der griechischen Mythologie
http://www.wikidata.org/entity/Q1074481,Chios,Person der griechischen Mythologie
http://www.wikidata.org/entity/Q183417,Chiron,Kentaur und Person der griechischen Mythologie
http://www.wikidata.org/entity/Q1075258,Chloris,Nymphe der griechischen Mythologie
http://www.wikidata.org/entity/Q77258455,Chris Bradford,fiktive Figur aus Teenage Mutant Ninja Turtles
http://www.wikidata.org/entity/Q1088464,Chrysas,Flussgott der griechischen Mythologie
http://www.wikidata.org/entity/Q1088867,Chrysomallos,Widder mit goldenem Fell in der griechischen Mythologie
http://www.wikidata.org/entity/Q3697327,Chrysopeleia,Hamadryade der griechischen Mythologie
http://www.wikidata.org/entity/Q1088980,Chthonius,Kentaur
http://www.wikidata.org/entity/Q183571,Chupacabra,lateinamerikanisches Fabelwesen
http://www.wikidata.org/entity/Q187602,Circe,"Zauberin in der griechischen Mythologie, Tochter von Helios"
http://www.wikidata.org/entity/Q1743879,Cithaeronian Lion,Wesen aus der griechischen Mythologie
http://www.wikidata.org/entity/Q1744187,Cladeus,Flussgott der griechischen Mythologie
http://www.wikidata.org/entity/Q15823677,Claea,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q17581463,Cleito,Figur aus der griechischen Mythologie
http://www.wikidata.org/entity/Q12899376,Clio,Nereide der griechischen Mythologie
http://www.wikidata.org/entity/Q3268286,Clover,fiktive Figur
http://www.wikidata.org/entity/Q1103448,Clurichaun,Elfenwesen
http://www.wikidata.org/entity/Q2344103,Clymene,Nereide der griechischen Mythologie
http://www.wikidata.org/entity/Q866674,Clytie,Geliebte des Apollon
http://www.wikidata.org/entity/Q1101752,Clíodhna,weiblicher Vorname
http://www.wikidata.org/entity/Q10546716,Cnossia,"GNOSSIA , æ, Gr . Κνωσσίὰ, ας, eine Nymphe, mit welcher Menelaus den Xenodamus gezeuget haben soll. Eumelus ap. Apollod. lib. III. c. 10. §. 1 ."
http://www.wikidata.org/entity/Q27148236,Collie,fiktiver Collie aus 101 Dalmatiner
http://www.wikidata.org/entity/Q27147522,Colonel,fiktiver Bobtail aus 101 Dalmatiner
http://www.wikidata.org/entity/Q1780711,Comus,griechische Gottheit
http://www.wikidata.org/entity/Q27437099,Copper,Bluthund aus Disneys Cap und Capper
http://www.wikidata.org/entity/Q58813570,Corydon,"CORỸDON , onis , ( ⇒ Tab. V.) der Erde und des Tartarus Sohn, einer von den Giganten. Hygin. Præf. p. 4 ."
http://www.wikidata.org/entity/Q58818193,Coryphe,"CORỸPHE , es , ( ⇒ Tab. III.) des Oceans Tochter, mit welcher Jupiter die vierte Minerva , die von den Arkadiern Koria genannt wird, und die Erfinderinn der vierspännigen Wagen seyn soll, gezeuget hat. Cic. de N.D. c. 23. p. 1199. b&nb"
http://www.wikidata.org/entity/Q58838290,Cranto,"CRANTO , us, Gr . Κραντὼ, οῦς, ( ⇒ Tab. IV.) des Neräus und der Doris Tochter, und also eine von den so genannten Nereiden. Sieh deren Artikel. Apollod. lib. I. c. 2. §. 7 ."
http://www.wikidata.org/entity/Q58840962,Creneis,"CRENIS , ĭdos , ( ⇒ Tab. IV.) eine der Nereiden, und also eine Tochter des Nereus und der Doris , welche den Namen von κρήνη, fons hat, und so viel als Fontana heißen kann."
http://www.wikidata.org/entity/Q1232622,Creusa,Najade der Griechischen Mythologie
http://www.wikidata.org/entity/Q631865,Crinisus,Flussgott der griechischen Mythologie
http://www.wikidata.org/entity/Q1751992,Crommyonian Sow,Tier der griechischen Mythologie
http://www.wikidata.org/entity/Q44204,Cronus,Titan aus der griechischen Mythologie
http://www.wikidata.org/entity/Q5011,Cupid,römischer Gott der Liebe
http://www.wikidata.org/entity/Q38419,Curupira,Gestalt aus der Tupí-Guarani-Mythologie
http://www.wikidata.org/entity/Q1423058,Cyane,Najade der Griechischen Mythologie
http://www.wikidata.org/entity/Q3676711,Cyllarus,Kentaur
http://www.wikidata.org/entity/Q12752732,Cymatolege,fiktive Figur
http://www.wikidata.org/entity/Q15711583,Cymo,fiktive Figur
http://www.wikidata.org/entity/Q15711584,Cymodoce,fiktive Figur
http://www.wikidata.org/entity/Q844867,Cymopoleia,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q15711586,Cymothoe,Nereide der griechischen Mythologie
http://www.wikidata.org/entity/Q27121419,Dachsie,fiktiver Hund aus Susi und Strolch
http://www.wikidata.org/entity/Q623065,Dagon,mesopotamische Gottheit
http://www.wikidata.org/entity/Q1157763,Daksha,Göttergestalt der hinduistischen Mythologie
http://www.wikidata.org/entity/Q3012621,Damasen,Gigant aus der griechischen Mythologie
http://www.wikidata.org/entity/Q21548777,Damastor,"DAMASTOR , ŏris , ( ⇒ Tab. V.) ein Riese, welcher den Himmel mit bestürmen half, und, weil er nichts hatte, was er nach den Göttern schmeißen konnte, so ergriff er den Pallas , einen andern Riesen, welchen Minerva durch der Medusa Kopf in ei"
http://www.wikidata.org/entity/Q1158728,Damona,Keltische Göttin
http://www.wikidata.org/entity/Q901487,Damysos,Gigant der griechischen Mythologie
http://www.wikidata.org/entity/Q3701850,Daniel,fiktive Figur
http://www.wikidata.org/entity/Q27147751,Danny,fiktive deutsche Dogge aus 101 Dalmatiner
http://www.wikidata.org/entity/Q94715473,Danny Dog,fiktiver Hund
http://www.wikidata.org/entity/Q729771,Danu,Gottheit
http://www.wikidata.org/entity/Q194015,Daphne,Figur der griechischen Mythologie
http://www.wikidata.org/entity/Q17461398,Daulis,Najade der Griechischen Mythologie
http://www.wikidata.org/entity/Q59773387,Dero,"DERO , us, Gr . Δηρὼ, οῦς, ( ⇒ Tab. IV.) eine von des Nereus und der Doris funfzig Töchtern. Apollod. l. I. c. 2. §. 7 ."
http://www.wikidata.org/entity/Q27493503,Desoto,"Dobermann aus Disneys ""Oliver & Co."""
http://www.wikidata.org/entity/Q12899636,Dexamene,fiktive Figur
http://www.wikidata.org/entity/Q24297411,Dinus,"Neben Podargos, Lampos und Xantos eines der Rösser des Bistonenkönigs Diomedes; vgl. Roscher, Mythologie, Bd. I.1, Sp. 1222."
http://www.wikidata.org/entity/Q199923,Dione,griechische Gottheit
http://www.wikidata.org/entity/Q60172446,Dione,eine Okeanide oder Nereide der griechischen Mythologie
http://www.wikidata.org/entity/Q41680,Dionysus,griechische Gottheit des Weins und der Fruchtbarkeit
http://www.wikidata.org/entity/Q1226931,Dioné,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q27491048,Dodger,"Charakter aus Disneys ""Oliver & Co."""
http://www.wikidata.org/entity/Q10748392,Dogbert,fiktive Figur
http://www.wikidata.org/entity/Q726279,Doris,Okeanide der griechischen Mythologie
http://www.wikidata.org/entity/Q12899696,Doris,fiktive Figur
http://www.wikidata.org/entity/Q12876506,Doto,Nereiden
http://www.wikidata.org/entity/Q60388380,Doug The Pug St.Patrick Day,Hund
http://www.wikidata.org/entity/Q731434,Dragon,Tierkreiszeichen des chinesischen Kalenders
http://www.wikidata.org/entity/Q24574654,Drill Sergeant,"Charakter aus Disneys ""Zoomania"""
http://www.wikidata.org/entity/Q114455,Drizzt Do'Urden,fiktive Figur
http://www.wikidata.org/entity/Q1260264,Droopy,fiktiver Hund
http://www.wikidata.org/entity/Q5308511,Drosera,tyrische Najade in der griechischen Mythologie
http://www.wikidata.org/entity/Q12899700,Drymo,fiktive Figur
http://www.wikidata.org/entity/Q910403,Dryope,Person der griechischen Mythologie
http://www.wikidata.org/entity/Q2607305,Duckworth,Dagobert Ducks Butler in der Fernsehserie „Duck Tales“
http://www.wikidata.org/entity/Q24148960,Duke Weaselton,"Charakter aus Disneys ""Zoomania"""
http://www.wikidata.org/entity/Q1999906,Dumah,Engel der Unterwelt
http://www.wikidata.org/entity/Q60199137,Dupo,"DVPO , ónis , ( ⇒ Tab. XIV.) einer von den Centauren, welchen Herkules erlegete, als sie des Pholus Höhle stürmeten. Diod. Sic. l. IV. c. 12. p. 154 ."
http://www.wikidata.org/entity/Q761597,Dynamene,fiktive Figur
http://www.wikidata.org/entity/Q108636,Easter Bunny,Hase im Brauchtum
http://www.wikidata.org/entity/Q1280292,Echemeia,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q1280704,Echion,Gigant der griechischen Mythologie
http://www.wikidata.org/entity/Q207368,Echo,Figur der griechischen Mythologie
http://www.wikidata.org/entity/Q60236031,Effra,"EFFRA , æ , ( ⇒ Tab. V.) soll einer von den Giganten, des Tartarus und der Erde Söhnen, seyn: Hygin. Præf. p. 5 . allein sein Namen ist unstreitig falsch, und wird vermuthlich besser Echion genannt. Muncker. ad l. c ."
http://www.wikidata.org/entity/Q1302775,Eierlegende Wollmilchsau,umgangssprachliche Redewendung
http://www.wikidata.org/entity/Q27492829,Einstein,"Charakter aus Disneys ""Oliver & Co."""
http://www.wikidata.org/entity/Q12899740,Eione,fiktive Figur
http://www.wikidata.org/entity/Q1322642,Ekke Nekkepenn,"Norddeutsche Sagengestalt, Nordfriesisches Rumpelstilzchen"
http://www.wikidata.org/entity/Q858663,Electra,Plejade der griechischen Mythologie
http://www.wikidata.org/entity/Q1438693,Electra,Okeanide
http://www.wikidata.org/entity/Q142294,Elwetritsch,Südwestdeutsches jagdbares Fantasiehuhn
http://www.wikidata.org/entity/Q1339235,Emphytus,Gigant aus der griechischen Mythologie
http://www.wikidata.org/entity/Q903786,Empusa,weibliche Spukgestalt und ein Schreckgespenst der Griechischen Mythologie
http://www.wikidata.org/entity/Q634475,Enbarr,Pferd in der irischen Mythologie
http://www.wikidata.org/entity/Q845112,Enceladus,Name eines Giganten aus der griechischen Mythologie
http://www.wikidata.org/entity/Q285537,Enenra,Japanisches Monster aus Rauch und Dunkelheit
http://www.wikidata.org/entity/Q949290,Enipeus,Flussgott der griechischen Mythologie
http://www.wikidata.org/entity/Q189726,Enki,sumerische Gottheit
http://www.wikidata.org/entity/Q178417,Eos,griechische Göttin der Morgenröte
http://www.wikidata.org/entity/Q21560650,Eous,eines der Pferde des Gottes Helios nach Eumelos von Korinth und Ovid
http://www.wikidata.org/entity/Q1249106,Ephialtes,Gigant aus der griechischen Mythologie
http://www.wikidata.org/entity/Q12899771,Ephyra,fiktive Figur
http://www.wikidata.org/entity/Q21192842,Ephyra,"EPHỸRA , æ, Gr . Ἐφύρα, ας, ( ⇒ Tab. III.) des Oceans Tochter, welche sich in der Gegend Korinth niederließ, daher denn solche Stadt von ihr zuerst Ephyra hieß. Pausan. Corinth. c. 1 ."
http://www.wikidata.org/entity/Q41054,Epimetheus,Figur in der griechischen Mythologie
http://www.wikidata.org/entity/Q12899799,Erato,fiktive Figur
http://www.wikidata.org/entity/Q3731168,Ercina,Nymphe von Boeotia
http://www.wikidata.org/entity/Q1135146,Eridanos,mythischer Strom des Westens
http://www.wikidata.org/entity/Q60597898,Eripha,"ERĬPHA , æ , Ἐρίφα, ης, s. Marmax ."
http://www.wikidata.org/entity/Q247019,Erlang Shen,Wassergottheit
http://www.wikidata.org/entity/Q180325,Ersa,griechische Gottheit
http://www.wikidata.org/entity/Q29470201,Erytheia,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q1372109,Euboea,Tochter des Asopos
http://www.wikidata.org/entity/Q1372112,Euboea,Tochter des Asterion
http://www.wikidata.org/entity/Q12899827,Eucrante,fiktive Figur
http://www.wikidata.org/entity/Q12899828,Eudore,fiktive Figur
http://www.wikidata.org/entity/Q12899836,Eulimene,fiktive Figur
http://www.wikidata.org/entity/Q60777068,Eumolpe,"EVMOLPE , es, Gr . Ἐυμόλπη, ης, ( ⇒ Tab. IV.) des Nereus und der Doris Tochter, Apollod. lib. I. c. 2. §. 7. sieh Nereides ."
http://www.wikidata.org/entity/Q1030030,Eunice,Nereide der griechischen Mythologie
http://www.wikidata.org/entity/Q60958660,Eupompe,"EVPOMPE , es, Gr . Ἐυπόμπη, ης, ( ⇒ Tab. IV.) des Nereus und der Doris Tochter, eine der Nereiden. Hesiod. Theog. v. 261 . Sieh Nereides ."
http://www.wikidata.org/entity/Q1378306,Eurotas,Flussgott
http://www.wikidata.org/entity/Q506285,Eurybia,griechische Gottheit
http://www.wikidata.org/entity/Q1378437,Eurydice,Nereide der griechischen Mythologie
http://www.wikidata.org/entity/Q208588,Eurydice,thrakische Dryade
http://www.wikidata.org/entity/Q143457,Eurymedon,Gigant aus der griechischen Mythologie
http://www.wikidata.org/entity/Q548099,Eurynome,Okeanide der griechischen Mythologie
http://www.wikidata.org/entity/Q1378578,Eurytion,Kentaur der griechischen Mythologie
http://www.wikidata.org/entity/Q540468,Eurytion,Thessalischer Kentaur
http://www.wikidata.org/entity/Q1259960,Evadne,Tochter des Strymon
http://www.wikidata.org/entity/Q60669292,Evarne,"EVARNE , es, Gr . Ἐυάρνη, ης, ( ⇒ Tab. IV.) des Nereus und der Doris Tochter. Hesiod. Theog . Sieh Nereides ."
http://www.wikidata.org/entity/Q1386093,Ezrael,Engel aus der Offenbarung des Petrus
http://www.wikidata.org/entity/Q745315,Fafnir,Gestalt der germanischen Mythologie
http://www.wikidata.org/entity/Q176652,Fand,Sagengestalt der keltischen Mythologie Irlands
http://www.wikidata.org/entity/Q3089703,Faunus,altitalischer Gott
http://www.wikidata.org/entity/Q182560,Fenrir,Wolf in der nordischen Mythologie
http://www.wikidata.org/entity/Q24395077,Finnick,"Charakter aus Disneys ""Zoomania"""
http://www.wikidata.org/entity/Q64909335,Foxi,Comicfigur
http://www.wikidata.org/entity/Q1839277,Fozzie Bear,Figur aus der Muppet-Show
http://www.wikidata.org/entity/Q27493181,Francis,Bulldogge aus Disneys Oliver & Co.
http://www.wikidata.org/entity/Q2021531,Frankenstein's monster,"fiktive Figur aus Mary Shelleys ""Frankenstein"""
http://www.wikidata.org/entity/Q64022040,Freki,"Wolf in der germanischen Mythologie, Begleiter von Odin"
http://www.wikidata.org/entity/Q131474,Freyr,germanische Gottheit
http://www.wikidata.org/entity/Q81989,Gabriel,Erzengel der Verkündigung
http://www.wikidata.org/entity/Q3094246,Gadrel,biblischer Erzengel
http://www.wikidata.org/entity/Q30319114,Gajendra,Elefant in der hinduistischen Mythologie
http://www.wikidata.org/entity/Q241070,Galatea,Nymphe der griechischen Mythologie
http://www.wikidata.org/entity/Q687240,Gamera,japanisches Spielfilmmonster
http://www.wikidata.org/entity/Q587350,Gandalf,Zwerg in der nordischen Mythologie
http://www.wikidata.org/entity/Q61670746,Ganges,"GANGES , is , ( ⇒ Tab. IV.) ein Fluß in Indien, dossen Tochter die Nymphe, Limnatia war, welche den Athis zu ihrem Sohne hatte. Ovid. Metam . V. 47 ."
http://www.wikidata.org/entity/Q1493870,Garamantis,Nymphe in der römischen Mythologie
http://www.wikidata.org/entity/Q213932,Garmr,Figur aus der nordischen Mythologie
http://www.wikidata.org/entity/Q28035459,Gary,"Charakter aus Disneys ""Zoomania"""
http://www.wikidata.org/entity/Q27493781,Georgette,"Pudel aus Disneys ""Oliver & Co."""
http://www.wikidata.org/entity/Q64022039,Geri,"Wolf in der germanischen Mythologie, Begleiter von Odin"
http://www.wikidata.org/entity/Q78676001,Giant,Märchenfigur
http://www.wikidata.org/entity/Q1522924,Gibil,sumerische Gottheit
http://www.wikidata.org/entity/Q24574642,Gideon Grey,"Charakter aus Disneys ""Zoomania"""
http://www.wikidata.org/entity/Q18412032,Glauce,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q1530080,Glauce,melische Nymphe
http://www.wikidata.org/entity/Q12900083,Glauconome,fiktive Figur
http://www.wikidata.org/entity/Q385397,Glaucus,Meeresgott in der griechischen Mythologie
http://www.wikidata.org/entity/Q61830228,Glavcothoe,"GLAVCOTHOE , es, Gr . Γλαυκοθόη, ης, ( ⇒ Tab. IV.) des Nereus und der Doris Tochter, eine Nymphe. Apollod. l. I. c. 2. §. 7. Sieh Nereides ."
http://www.wikidata.org/entity/Q867696,Goat,chinesisches Tierkreiszeichen
http://www.wikidata.org/entity/Q3657246,Goatman,US-amerikanisches Fabelwesen
http://www.wikidata.org/entity/Q6567,Godzilla,japanisches Filmmonster
http://www.wikidata.org/entity/Q192785,Goliath,riesiger Krieger der Philister aus dem Alten Testament
http://www.wikidata.org/entity/Q111135,Goofy,Comicfigur
http://www.wikidata.org/entity/Q2418385,Grani,Pferd aus der Nordischen Mythologie
http://www.wikidata.org/entity/Q649606,Graoully,legendärer Drache in den Ruinen des römischen Amphitheaters von Metz
http://www.wikidata.org/entity/Q1543617,Gration,Gigant aus der griechischen Mythologie
http://www.wikidata.org/entity/Q1545559,Greiss,Dämon aus der Sagenwelt des Alpenraums
http://www.wikidata.org/entity/Q3116776,Gripet,Typ von Fabelwesen
http://www.wikidata.org/entity/Q1554364,Gulltoppr,Pferd der nordischen Mythologie
http://www.wikidata.org/entity/Q1652248,Gyaos,fiktive Figur
http://www.wikidata.org/entity/Q1418467,Ha,Gottheit in der ägyptischen Mythologie
http://www.wikidata.org/entity/Q682855,Hadad,syro-phönizische Gottheit
http://www.wikidata.org/entity/Q62058069,Hagno,"HAGNO , us, Gr . Ἁγνὼ, όος, eine von den Nymphen, welche den Jupiter in seiner Kindheit in Arkadien auferzogen, wovon die andern Thisoa und Neda geheißen haben sollen. Von ihr bekam hernachmals insond"
http://www.wikidata.org/entity/Q3611629,Halie,Nymphe in der griechischen Mythologie
http://www.wikidata.org/entity/Q3611796,Halimede,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q188618,Hanuman,hinduistische Gottheit
http://www.wikidata.org/entity/Q32143,Hapi,göttliche Erscheinungsform der Nilflut in der ägyptischen Mythologie
http://www.wikidata.org/entity/Q161999,Haymon,Tiroler Sagenfigur
http://www.wikidata.org/entity/Q1141525,Heiðrún,Mythologie
http://www.wikidata.org/entity/Q1602501,Helice,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q638578,Helle,Person der griechischen Mythologie
http://www.wikidata.org/entity/Q122248,Heracles,Held der griechischen Mythologie
http://www.wikidata.org/entity/Q341479,Hesione,Wikimedia-Begriffsklärungsseite
http://www.wikidata.org/entity/Q669635,Hesione,Person der griechischen Mythologie
http://www.wikidata.org/entity/Q5896560,Hesperethusa,"Weibliche Gestalt der griechischen Mythologie. Eine der Hesperiden; vgl. Roscher, Mythologie, Bd. I.1, Sp. 2594."
http://www.wikidata.org/entity/Q2288596,Hesperia,"Auch Hesperia und Hespere genannt. In der griechischen Mythologie eine der Hesperiden; vgl. Roscher, Mythologie, Bd. I.2, Sp. 2594-2603."
http://www.wikidata.org/entity/Q41419,Hestia,Göttin des Herdfeuers in der griechischen Mythologie
http://www.wikidata.org/entity/Q538694,Heuresis,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q1511880,Hieracosphinx,Mythische Kreatur
http://www.wikidata.org/entity/Q1617512,Hieromneme,Person der griechischen Mythologie
http://www.wikidata.org/entity/Q764777,Himalia,Nymphe der Griechischen Mythologie
http://www.wikidata.org/entity/Q1620048,Hippolytos,Gigant aus der griechischen Mythologie
http://www.wikidata.org/entity/Q12900271,Hipponoe,fiktive Figur
http://www.wikidata.org/entity/Q1498745,Hippothoe,Wikimedia-Begriffsklärungsseite
http://www.wikidata.org/entity/Q1425293,Hooded Spirits,zwergenhafter keltischer Kapuzendämon und Schutzgeist
http://www.wikidata.org/entity/Q1627823,Hora,Nymphe in der griechischen Mythologie
http://www.wikidata.org/entity/Q936993,Huixtocihuatl,Tlalocs Schwester /Salzgöttin
http://www.wikidata.org/entity/Q425449,Humbaba,Figur der sumerischen Mythologie
http://www.wikidata.org/entity/Q1375695,Hundun,Gestalt der Chinesischen Mythologie
http://www.wikidata.org/entity/Q170379,Hydra,Ungeheuer der griechischen Mythologie
http://www.wikidata.org/entity/Q21548807,Hylactor,"HYLACTOR , ŏris , einer von Aktäons vielen Hunden, welche selbst ihren Herrn zerrissen. Ovid. Met. III. v. 224. & Hygin. Fab. 181 . Sieh Actæon ."
http://www.wikidata.org/entity/Q391070,Hylonome,Gestalt in der griechischen Mythologie
http://www.wikidata.org/entity/Q506770,Hymen,griechische Gottheit
http://www.wikidata.org/entity/Q1640885,Hyperbius,Gigant aus der griechischen Mythologie
http://www.wikidata.org/entity/Q179209,Hyperion,Titan in der griechischen Mythologie
http://www.wikidata.org/entity/Q690603,Iacchus,griechische Gottheit
http://www.wikidata.org/entity/Q12900353,Ianassa,fiktive Figur
http://www.wikidata.org/entity/Q12900349,Ianeira,fiktive Figur
http://www.wikidata.org/entity/Q179543,Iapetos,Titan in der griechischen Mythologie
http://www.wikidata.org/entity/Q21548816,Ichnobates,"ICHNOBĂTES , æ , einer von den vielen Hunden des Aktäons. Hygin. Fab. 181 . Sieh Actæon ."
http://www.wikidata.org/entity/Q3147753,Ida,Nymphe in der griechischen Mythologie
http://www.wikidata.org/entity/Q2007963,Idaea,Nymphe der griechischen Mythologie
http://www.wikidata.org/entity/Q936678,Ifrit,Geistwesen der arabischen Mythologie
http://www.wikidata.org/entity/Q27902974,Imbrasus,Fluss auf der griechischen Insel Samos
http://www.wikidata.org/entity/Q33300464,Imbreus,in der griechischen Mythologie einer der Kentauren
http://www.wikidata.org/entity/Q735623,Inachus,König der griechischen Mythologie
http://www.wikidata.org/entity/Q128335,Indra,vedische Gottheit
http://www.wikidata.org/entity/Q1664033,Innerer Schweinehund,Metapher
http://www.wikidata.org/entity/Q223690,Ino,Person der griechischen Mythologie
http://www.wikidata.org/entity/Q179014,Io,griechische Sagengestalt
http://www.wikidata.org/entity/Q1674747,Israfil,Erzengel im Islam
http://www.wikidata.org/entity/Q12872570,Istrus,Gott und die Personifikation des Flusses Ister
http://www.wikidata.org/entity/Q1772980,Ixchel,Mond- und Fruchtbarkeitsgöttin der Maya
http://www.wikidata.org/entity/Q3806262,Jake the Dog,fiktive Figur
http://www.wikidata.org/entity/Q51664,Jesus in Islam,Jesus von Nazaret im Koran
